Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
263.0,873.15,9.5,150.0,0.05500000000000001,0.16250000000000003,0.0429000000000002,1.3333617225114835,0.3787890225654125,8.000072999855615
264.0,873.15,9.5,150.0,0.05500000000000001,0.2,0.0429000000000002,1.3333617223918899,0.37879724567963097,8.000072999548085
265.0,873.15,9.5,150.0,0.0775,0.05,0.03089999999999987,1.3333536031442217,0.26891796315074484,8.000052121918088
266.0,873.15,9.5,150.0,0.0775,0.08750000000000001,0.03089999999999987,1.3333535987973948,0.2692079084655976,8.00005211074074
267.0,873.15,9.5,150.0,0.0775,0.125,0.03089999999999987,1.3333535981423863,0.2692516840435318,8.000052109056432
268.0,873.15,9.5,150.0,0.0775,0.16250000000000003,0.03089999999999987,1.3333535979558082,0.26926415762791855,8.000052108576694
269.0,873.15,9.5,150.0,0.0775,0.2,0.03089999999999987,1.333353597883423,0.26926899736448956,8.00005210839061
270.0,873.15,9.5,150.0,0.1,0.05,0.0254999999999999,1.3333500869661135,0.2084414586752787,8.00004308046068
271.0,873.15,9.5,150.0,0.1,0.08750000000000001,0.0254999999999999,1.3333500836885381,0.2086455789277481,8.000043072032689
272.0,873.15,9.5,150.0,0.1,0.125,0.0254999999999999,1.3333500831945815,0.2086763941614026,8.000043070762626
273.0,873.15,9.5,150.0,0.1,0.16250000000000003,0.0254999999999999,1.3333500830538898,0.20868517380934945,8.000043070400803
274.0,873.15,9.5,150.0,0.1,0.2,0.0254999999999999,1.3333500829993132,0.20868857991711423,8.000043070260494
280.0,873.15,9.5,187.5,0.0325,0.05,0.06670000000000088,1.3333678487940315,0.5130349498729221,8.000088752728931
281.0,873.15,9.5,187.5,0.0325,0.08750000000000001,0.06630000000000087,1.3333675916661223,0.5129575522129068,8.000088091562368
282.0,873.15,9.5,187.5,0.0325,0.125,0.06630000000000087,1.333367588847003,0.5131698939201776,8.000088084313415
283.0,873.15,9.5,187.5,0.0325,0.16250000000000003,0.06620000000000087,1.3333675285496884,0.512855022936443,8.000087929267725
284.0,873.15,9.5,187.5,0.0325,0.2,0.06620000000000087,1.333367528239222,0.5128784506027578,8.000087928469387
285.0,873.15,9.5,187.5,0.05500000000000001,0.05,0.035699999999999996,1.333351129428477,0.3031572654559451,8.00004576103847
286.0,873.15,9.5,187.5,0.05500000000000001,0.08750000000000001,0.03559999999999999,1.3333510651679552,0.30324041036236316,8.000045595799616
287.0,873.15,9.5,187.5,0.05500000000000001,0.125,0.03559999999999999,1.333351064070481,0.30332682697471264,8.000045592977639
288.0,873.15,9.5,187.5,0.05500000000000001,0.16250000000000003,0.03559999999999999,1.3333510637580033,0.3033514448004221,8.00004559217412
289.0,873.15,9.5,187.5,0.05500000000000001,0.2,0.03559999999999999,1.3333510636368122,0.3033609941474136,8.000045591862483
290.0,873.15,9.5,187.5,0.0775,0.05,0.026299999999999896,1.333346377602371,0.21538830619816368,8.00003354221858
291.0,873.15,9.5,187.5,0.0775,0.08750000000000001,0.026199999999999897,1.33334631652578,0.21522854888894263,8.000033385166228
292.0,873.15,9.5,187.5,0.0775,0.125,0.026199999999999897,1.3333463158462253,0.2152795637076186,8.00003338341883
293.0,873.15,9.5,187.5,0.0775,0.16250000000000003,0.026199999999999897,1.3333463156527339,0.2152940951636451,8.000033382921288
294.0,873.15,9.5,187.5,0.0775,0.2,0.026199999999999897,1.3333463155776997,0.21529973139857794,8.000033382728333
295.0,873.15,9.5,187.5,0.1,0.05,0.021899999999999923,1.3333442281344432,0.16683726330207094,8.000028015072113
296.0,873.15,9.5,187.5,0.1,0.08750000000000001,0.021899999999999923,1.3333442246673313,0.1670768609565631,8.000028006156647
297.0,873.15,9.5,187.5,0.1,0.125,0.021899999999999923,1.3333442241451778,0.1671130233415326,8.000028004814029
298.0,873.15,9.5,187.5,0.1,0.16250000000000003,0.021899999999999923,1.3333442239965116,0.16712332321399298,8.000028004431696
